호텔명,입실,퇴실,지역,숙박유형,별점,등급,가격
호텔 로열 클래식 오사카,2023-08-26,2023-08-27,오사카,호텔,9.1,4성급,270360
호텔 그란비아 오사카,2023-08-26,2023-08-27,오사카,호텔,8.3,4성급,137037
아고라 플레이스 난바,2023-08-26,2023-08-27,오사카,호텔,8.4,2성급,139315
크로스 호텔 오사카,2023-08-26,2023-08-27,오사카,호텔,9.0,4성급,185755
이비스 스타일스 오사카 난바 호텔,2023-08-26,2023-08-27,오사카,호텔,7.8,3성급,141431
호텔 비스키오 오사카 바이 그랑비아,2023-08-26,2023-08-27,오사카,호텔,8.8,4성급,121932
오사카 후지야 호텔,2023-08-26,2023-08-27,오사카,호텔,7.7,3성급,64363
오사카 엑셀 호텔 도큐,2023-08-26,2023-08-27,오사카,호텔,8.9,4성급,153357
호텔 그레이서리 오사카 난바,2023-08-26,2023-08-27,오사카,호텔,8.5,3성급,146814
소테쓰 프레사 인 오사카 난바,2023-08-26,2023-08-27,오사카,호텔,8.4,3성급,103081
도톤보리 크리스탈 호텔 II,2023-08-26,2023-08-27,오사카,호텔,평점없음,3성급,115356
호텔 유니조 오사카 우메다,2023-08-26,2023-08-27,오사카,호텔,8.2,3성급,80017
호텔 닛코 오사카,2023-08-26,2023-08-27,오사카,호텔,8.7,4성급,115274
인터컨티넨탈 오사카,2023-08-26,2023-08-27,오사카,호텔,9.2,5성급,429521
쉐라톤 미야코 호텔 오사카,2023-08-26,2023-08-27,오사카,호텔,8.2,4성급,176641
소테츠 그랜드 프레사 오사카-난바,2023-08-27,2023-08-28,오사카,호텔,8.2,3성급,49084
홀리데이 인 오사카 난바,2023-08-27,2023-08-28,오사카,호텔,8.4,4성급,152874
신사이바시 그랜드 호텔 오사카,2023-08-27,2023-08-28,오사카,호텔,8.4,3성급,65830
칸데오 호텔 오사카 난바,2023-08-27,2023-08-28,오사카,호텔,9.1,4성급,132177
난바 오리엔탈 호텔,2023-08-27,2023-08-28,오사카,호텔,8.3,4성급,103044
센타라 그랜드 호텔 오사카,2023-08-27,2023-08-28,오사카,호텔,평점없음,5성급,189609
호텔 한큐 레스파이어 오사카,2023-08-27,2023-08-28,오사카,호텔,8.8,4성급,101382
호텔 뉴 한큐 오사카,2023-08-27,2023-08-28,오사카,호텔,7.7,4성급,58061
레드 루프 인 & 스위트 오사카 난바 닛폰바시,2023-08-27,2023-08-28,오사카,호텔,8.6,3성급,92676
아트 호텔 오사카 베이 타워,2023-08-27,2023-08-28,오사카,호텔,8.3,4성급,69655
호텔 몬토레 그라스미아 오사카,2023-08-27,2023-08-28,오사카,호텔,8.5,4성급,124346
시타딘 난바 오사카,2023-08-27,2023-08-28,오사카,호텔,9.2,3성급,134659
호텔 유니버설 포트 비타,2023-08-27,2023-08-28,오사카,호텔,9.1,3성급,249976
히요리 호텔 오사카 난바 스테이션,2023-08-27,2023-08-28,오사카,호텔,9.0,3성급,70307
코트야드 바이 메리어트 신오사카 스테이션,2023-08-27,2023-08-28,오사카,호텔,8.4,4성급,156967
온야도 노노 난바 내추럴 핫 스프링,2023-08-27,2023-08-28,오사카,호텔,8.7,3성급,135247
스마일 호텔 프리미엄 오사카 히가시신사이바시,2023-08-27,2023-08-28,오사카,호텔,9.5,3성급,61412
스위소텔 난카이 오사카,2023-08-27,2023-08-28,오사카,호텔,8.5,5성급,253522
더 파크 프론트 호텔 앳 유니버셜 스튜디오 재팬,2023-08-27,2023-08-28,오사카,호텔,8.9,4성급,238774
호텔 일 쿠오레 난바,2023-08-27,2023-08-28,오사카,호텔,9.2,3성급,51917
호텔 WBF 남바 구로몬,2023-08-27,2023-08-28,오사카,호텔,8.2,3성급,87126
호텔 로열 클래식 오사카,2023-08-27,2023-08-28,오사카,호텔,9.1,4성급,244049
호텔 그란비아 오사카,2023-08-27,2023-08-28,오사카,호텔,8.3,4성급,77432
아고라 플레이스 난바,2023-08-27,2023-08-28,오사카,호텔,8.4,2성급,73709
크로스 호텔 오사카,2023-08-27,2023-08-28,오사카,호텔,9.0,4성급,134812
이비스 스타일스 오사카 난바 호텔,2023-08-27,2023-08-28,오사카,호텔,7.8,3성급,97091
호텔 비스키오 오사카 바이 그랑비아,2023-08-27,2023-08-28,오사카,호텔,8.8,4성급,86211
오사카 후지야 호텔,2023-08-27,2023-08-28,오사카,호텔,7.7,3성급,43910
오사카 엑셀 호텔 도큐,2023-08-27,2023-08-28,오사카,호텔,8.9,4성급,95426
호텔 그레이서리 오사카 난바,2023-08-27,2023-08-28,오사카,호텔,8.5,3성급,98818
소테쓰 프레사 인 오사카 난바,2023-08-27,2023-08-28,오사카,호텔,8.4,3성급,68297
도톤보리 크리스탈 호텔 II,2023-08-27,2023-08-28,오사카,호텔,평점없음,3성급,69051
오사카 히노데 호텔,2023-08-27,2023-08-28,오사카,호텔,8.7,3성급,115656
호텔 유니조 오사카 우메다,2023-08-27,2023-08-28,오사카,호텔,8.2,3성급,45010
호텔 닛코 오사카,2023-08-27,2023-08-28,오사카,호텔,8.7,4성급,83231
인터컨티넨탈 오사카,2023-08-27,2023-08-28,오사카,호텔,9.2,5성급,352925
쉐라톤 미야코 호텔 오사카,2023-08-27,2023-08-28,오사카,호텔,8.2,4성급,135378
소테츠 그랜드 프레사 오사카-난바,2023-08-28,2023-08-29,오사카,호텔,8.2,3성급,52361
홀리데이 인 오사카 난바,2023-08-28,2023-08-29,오사카,호텔,8.4,4성급,152874
신사이바시 그랜드 호텔 오사카,2023-08-28,2023-08-29,오사카,호텔,8.4,3성급,65830
칸데오 호텔 오사카 난바,2023-08-28,2023-08-29,오사카,호텔,9.1,4성급,88627
난바 오리엔탈 호텔,2023-08-28,2023-08-29,오사카,호텔,8.3,4성급,103044
센타라 그랜드 호텔 오사카,2023-08-28,2023-08-29,오사카,호텔,평점없음,5성급,189609
호텔 한큐 레스파이어 오사카,2023-08-28,2023-08-29,오사카,호텔,8.8,4성급,98729
호텔 뉴 한큐 오사카,2023-08-28,2023-08-29,오사카,호텔,7.7,4성급,58722
레드 루프 인 & 스위트 오사카 난바 닛폰바시,2023-08-28,2023-08-29,오사카,호텔,8.6,3성급,54353
아트 호텔 오사카 베이 타워,2023-08-28,2023-08-29,오사카,호텔,8.3,4성급,69655
호텔 몬토레 그라스미아 오사카,2023-08-28,2023-08-29,오사카,호텔,8.5,4성급,125665
시타딘 난바 오사카,2023-08-28,2023-08-29,오사카,호텔,9.2,3성급,134659
호텔 유니버설 포트 비타,2023-08-28,2023-08-29,오사카,호텔,9.1,3성급,251703
히요리 호텔 오사카 난바 스테이션,2023-08-28,2023-08-29,오사카,호텔,9.0,3성급,64703
코트야드 바이 메리어트 신오사카 스테이션,2023-08-28,2023-08-29,오사카,호텔,8.4,4성급,156967
온야도 노노 난바 내추럴 핫 스프링,2023-08-28,2023-08-29,오사카,호텔,8.7,3성급,156454
스마일 호텔 프리미엄 오사카 히가시신사이바시,2023-08-28,2023-08-29,오사카,호텔,9.5,3성급,62832
스위소텔 난카이 오사카,2023-08-28,2023-08-29,오사카,호텔,8.5,5성급,253522
더 파크 프론트 호텔 앳 유니버셜 스튜디오 재팬,2023-08-28,2023-08-29,오사카,호텔,8.9,4성급,226983
호텔 일 쿠오레 난바,2023-08-28,2023-08-29,오사카,호텔,9.2,3성급,59900
호텔 WBF 남바 구로몬,2023-08-28,2023-08-29,오사카,호텔,8.2,3성급,87126
호텔 로열 클래식 오사카,2023-08-28,2023-08-29,오사카,호텔,9.1,4성급,244049
호텔 그란비아 오사카,2023-08-28,2023-08-29,오사카,호텔,8.3,4성급,86123
아고라 플레이스 난바,2023-08-28,2023-08-29,오사카,호텔,8.4,2성급,115764
크로스 호텔 오사카,2023-08-28,2023-08-29,오사카,호텔,9.0,4성급,130463
이비스 스타일스 오사카 난바 호텔,2023-08-28,2023-08-29,오사카,호텔,7.8,3성급,97091
호텔 비스키오 오사카 바이 그랑비아,2023-08-28,2023-08-29,오사카,호텔,8.8,4성급,87149
오사카 후지야 호텔,2023-08-28,2023-08-29,오사카,호텔,7.7,3성급,44931
오사카 엑셀 호텔 도큐,2023-08-28,2023-08-29,오사카,호텔,8.9,4성급,93269
호텔 그레이서리 오사카 난바,2023-08-28,2023-08-29,오사카,호텔,8.5,3성급,96672
소테쓰 프레사 인 오사카 난바,2023-08-28,2023-08-29,오사카,호텔,8.4,3성급,64571
도톤보리 크리스탈 호텔 II,2023-08-28,2023-08-29,오사카,호텔,평점없음,3성급,52610
오사카 히노데 호텔,2023-08-28,2023-08-29,오사카,호텔,8.7,3성급,113115
호텔 유니조 오사카 우메다,2023-08-28,2023-08-29,오사카,호텔,8.2,3성급,45010
호텔 닛코 오사카,2023-08-28,2023-08-29,오사카,호텔,8.7,4성급,99360
인터컨티넨탈 오사카,2023-08-28,2023-08-29,오사카,호텔,9.2,5성급,352925
쉐라톤 미야코 호텔 오사카,2023-08-28,2023-08-29,오사카,호텔,8.2,4성급,135378
소테츠 그랜드 프레사 오사카-난바,2023-08-29,2023-08-30,오사카,호텔,8.2,3성급,50542
홀리데이 인 오사카 난바,2023-08-29,2023-08-30,오사카,호텔,8.4,4성급,152807
신사이바시 그랜드 호텔 오사카,2023-08-29,2023-08-30,오사카,호텔,8.4,3성급,65802
칸데오 호텔 오사카 난바,2023-08-29,2023-08-30,오사카,호텔,9.1,4성급,102042
난바 오리엔탈 호텔,2023-08-29,2023-08-30,오사카,호텔,8.3,4성급,100105
센타라 그랜드 호텔 오사카,2023-08-29,2023-08-30,오사카,호텔,평점없음,5성급,189769
호텔 한큐 레스파이어 오사카,2023-08-29,2023-08-30,오사카,호텔,8.8,4성급,101382
호텔 뉴 한큐 오사카,2023-08-29,2023-08-30,오사카,호텔,7.7,4성급,63871
레드 루프 인 & 스위트 오사카 난바 닛폰바시,2023-08-29,2023-08-30,오사카,호텔,8.6,3성급,60169
아트 호텔 오사카 베이 타워,2023-08-29,2023-08-30,오사카,호텔,8.3,4성급,138944
호텔 몬토레 그라스미아 오사카,2023-08-29,2023-08-30,오사카,호텔,8.5,4성급,120580
시타딘 난바 오사카,2023-08-29,2023-08-30,오사카,호텔,9.2,3성급,134659
호텔 유니버설 포트 비타,2023-08-29,2023-08-30,오사카,호텔,9.1,3성급,206551
히요리 호텔 오사카 난바 스테이션,2023-08-29,2023-08-30,오사카,호텔,9.0,3성급,63336
코트야드 바이 메리어트 신오사카 스테이션,2023-08-29,2023-08-30,오사카,호텔,8.4,4성급,156967
온야도 노노 난바 내추럴 핫 스프링,2023-08-29,2023-08-30,오사카,호텔,8.7,3성급,152418
스마일 호텔 프리미엄 오사카 히가시신사이바시,2023-08-29,2023-08-30,오사카,호텔,9.5,3성급,72649
스위소텔 난카이 오사카,2023-08-29,2023-08-30,오사카,호텔,8.5,5성급,253522
더 파크 프론트 호텔 앳 유니버셜 스튜디오 재팬,2023-08-29,2023-08-30,오사카,호텔,8.9,4성급,223112
호텔 일 쿠오레 난바,2023-08-29,2023-08-30,오사카,호텔,9.2,3성급,54183
호텔 WBF 남바 구로몬,2023-08-29,2023-08-30,오사카,호텔,8.2,3성급,87126
호텔 로열 클래식 오사카,2023-08-29,2023-08-30,오사카,호텔,9.1,4성급,244049
호텔 그란비아 오사카,2023-08-29,2023-08-30,오사카,호텔,8.3,4성급,81438
아고라 플레이스 난바,2023-08-29,2023-08-30,오사카,호텔,8.4,2성급,88470
크로스 호텔 오사카,2023-08-29,2023-08-30,오사카,호텔,9.0,4성급,130463
이비스 스타일스 오사카 난바 호텔,2023-08-29,2023-08-30,오사카,호텔,7.8,3성급,97091
호텔 비스키오 오사카 바이 그랑비아,2023-08-29,2023-08-30,오사카,호텔,8.8,4성급,89199
오사카 후지야 호텔,2023-08-29,2023-08-30,오사카,호텔,7.7,3성급,50173
오사카 엑셀 호텔 도큐,2023-08-29,2023-08-30,오사카,호텔,8.9,4성급,95426
호텔 그레이서리 오사카 난바,2023-08-29,2023-08-30,오사카,호텔,8.5,3성급,112117
소테쓰 프레사 인 오사카 난바,2023-08-29,2023-08-30,오사카,호텔,8.4,3성급,63121
도톤보리 크리스탈 호텔 II,2023-08-29,2023-08-30,오사카,호텔,평점없음,3성급,52386
오사카 히노데 호텔,2023-08-29,2023-08-30,오사카,호텔,8.7,3성급,115656
호텔 유니조 오사카 우메다,2023-08-29,2023-08-30,오사카,호텔,8.2,3성급,52511
호텔 닛코 오사카,2023-08-29,2023-08-30,오사카,호텔,8.7,4성급,102815
인터컨티넨탈 오사카,2023-08-29,2023-08-30,오사카,호텔,9.2,5성급,352925
쉐라톤 미야코 호텔 오사카,2023-08-29,2023-08-30,오사카,호텔,8.2,4성급,135319
소테츠 그랜드 프레사 오사카-난바,2023-08-30,2023-08-31,오사카,호텔,8.2,3성급,52361
홀리데이 인 오사카 난바,2023-08-30,2023-08-31,오사카,호텔,8.4,4성급,152807
신사이바시 그랜드 호텔 오사카,2023-08-30,2023-08-31,오사카,호텔,8.4,3성급,57576
칸데오 호텔 오사카 난바,2023-08-30,2023-08-31,오사카,호텔,9.1,4성급,126073
난바 오리엔탈 호텔,2023-08-30,2023-08-31,오사카,호텔,8.3,4성급,101243
센타라 그랜드 호텔 오사카,2023-08-30,2023-08-31,오사카,호텔,평점없음,5성급,189609
호텔 한큐 레스파이어 오사카,2023-08-30,2023-08-31,오사카,호텔,8.8,4성급,98729
호텔 뉴 한큐 오사카,2023-08-30,2023-08-31,오사카,호텔,7.7,4성급,62392
레드 루프 인 & 스위트 오사카 난바 닛폰바시,2023-08-30,2023-08-31,오사카,호텔,8.6,3성급,61210
아트 호텔 오사카 베이 타워,2023-08-30,2023-08-31,오사카,호텔,8.3,4성급,69655
호텔 몬토레 그라스미아 오사카,2023-08-30,2023-08-31,오사카,호텔,8.5,4성급,125611
시타딘 난바 오사카,2023-08-30,2023-08-31,오사카,호텔,9.2,3성급,134659
호텔 유니버설 포트 비타,2023-08-30,2023-08-31,오사카,호텔,9.1,3성급,164669
히요리 호텔 오사카 난바 스테이션,2023-08-30,2023-08-31,오사카,호텔,9.0,3성급,64703
코트야드 바이 메리어트 신오사카 스테이션,2023-08-30,2023-08-31,오사카,호텔,8.4,4성급,169555
온야도 노노 난바 내추럴 핫 스프링,2023-08-30,2023-08-31,오사카,호텔,8.7,3성급,156454
스마일 호텔 프리미엄 오사카 히가시신사이바시,2023-08-30,2023-08-31,오사카,호텔,9.5,3성급,74329
스위소텔 난카이 오사카,2023-08-30,2023-08-31,오사카,호텔,8.5,5성급,253522
더 파크 프론트 호텔 앳 유니버셜 스튜디오 재팬,2023-08-30,2023-08-31,오사카,호텔,8.9,4성급,178308
호텔 일 쿠오레 난바,2023-08-30,2023-08-31,오사카,호텔,9.2,3성급,54183
호텔 WBF 남바 구로몬,2023-08-30,2023-08-31,오사카,호텔,8.2,3성급,87126
호텔 로열 클래식 오사카,2023-08-30,2023-08-31,오사카,호텔,9.1,4성급,244049
호텔 그란비아 오사카,2023-08-30,2023-08-31,오사카,호텔,8.3,4성급,82531
아고라 플레이스 난바,2023-08-30,2023-08-31,오사카,호텔,8.4,2성급,105236
크로스 호텔 오사카,2023-08-30,2023-08-31,오사카,호텔,9.0,4성급,130463
이비스 스타일스 오사카 난바 호텔,2023-08-30,2023-08-31,오사카,호텔,7.8,3성급,97091
호텔 비스키오 오사카 바이 그랑비아,2023-08-30,2023-08-31,오사카,호텔,8.8,4성급,99525
오사카 후지야 호텔,2023-08-30,2023-08-31,오사카,호텔,7.7,3성급,52750
오사카 엑셀 호텔 도큐,2023-08-30,2023-08-31,오사카,호텔,8.9,4성급,93269
호텔 그레이서리 오사카 난바,2023-08-30,2023-08-31,오사카,호텔,8.5,3성급,68903
소테쓰 프레사 인 오사카 난바,2023-08-30,2023-08-31,오사카,호텔,8.4,3성급,64571
도톤보리 크리스탈 호텔 II,2023-08-30,2023-08-31,오사카,호텔,평점없음,3성급,52610
오사카 히노데 호텔,2023-08-30,2023-08-31,오사카,호텔,8.7,3성급,119279
호텔 유니조 오사카 우메다,2023-08-30,2023-08-31,오사카,호텔,8.2,3성급,52511
호텔 닛코 오사카,2023-08-30,2023-08-31,오사카,호텔,8.7,4성급,105250
인터컨티넨탈 오사카,2023-08-30,2023-08-31,오사카,호텔,9.2,5성급,352925
쉐라톤 미야코 호텔 오사카,2023-08-30,2023-08-31,오사카,호텔,8.2,4성급,135319
소테츠 그랜드 프레사 오사카-난바,2023-08-31,2023-09-01,오사카,호텔,8.2,3성급,38055
홀리데이 인 오사카 난바,2023-08-31,2023-09-01,오사카,호텔,8.4,4성급,152807
신사이바시 그랜드 호텔 오사카,2023-08-31,2023-09-01,오사카,호텔,8.4,3성급,51098
칸데오 호텔 오사카 난바,2023-08-31,2023-09-01,오사카,호텔,9.1,4성급,117242
난바 오리엔탈 호텔,2023-08-31,2023-09-01,오사카,호텔,8.3,4성급,99077
센타라 그랜드 호텔 오사카,2023-08-31,2023-09-01,오사카,호텔,평점없음,5성급,189609
호텔 한큐 레스파이어 오사카,2023-08-31,2023-09-01,오사카,호텔,8.8,4성급,101382
호텔 뉴 한큐 오사카,2023-08-31,2023-09-01,오사카,호텔,7.7,4성급,61690
레드 루프 인 & 스위트 오사카 난바 닛폰바시,2023-08-31,2023-09-01,오사카,호텔,8.6,3성급,70454
아트 호텔 오사카 베이 타워,2023-08-31,2023-09-01,오사카,호텔,8.3,4성급,69655
호텔 몬토레 그라스미아 오사카,2023-08-31,2023-09-01,오사카,호텔,8.5,4성급,121211
시타딘 난바 오사카,2023-08-31,2023-09-01,오사카,호텔,9.2,3성급,134659
호텔 유니버설 포트 비타,2023-08-31,2023-09-01,오사카,호텔,9.1,3성급,187535
히요리 호텔 오사카 난바 스테이션,2023-08-31,2023-09-01,오사카,호텔,9.0,3성급,63336
코트야드 바이 메리어트 신오사카 스테이션,2023-08-31,2023-09-01,오사카,호텔,8.4,4성급,169555
온야도 노노 난바 내추럴 핫 스프링,2023-08-31,2023-09-01,오사카,호텔,8.7,3성급,152418
스마일 호텔 프리미엄 오사카 히가시신사이바시,2023-08-31,2023-09-01,오사카,호텔,9.5,3성급,72649
스위소텔 난카이 오사카,2023-08-31,2023-09-01,오사카,호텔,8.5,5성급,253522
더 파크 프론트 호텔 앳 유니버셜 스튜디오 재팬,2023-08-31,2023-09-01,오사카,호텔,8.9,4성급,136652
호텔 일 쿠오레 난바,2023-08-31,2023-09-01,오사카,호텔,9.2,3성급,61969
호텔 WBF 남바 구로몬,2023-08-31,2023-09-01,오사카,호텔,8.2,3성급,87126
호텔 로열 클래식 오사카,2023-08-31,2023-09-01,오사카,호텔,9.1,4성급,244049
호텔 그란비아 오사카,2023-08-31,2023-09-01,오사카,호텔,8.3,4성급,77432
아고라 플레이스 난바,2023-08-31,2023-09-01,오사카,호텔,8.4,2성급,105236
크로스 호텔 오사카,2023-08-31,2023-09-01,오사카,호텔,9.0,4성급,126114
이비스 스타일스 오사카 난바 호텔,2023-08-31,2023-09-01,오사카,호텔,7.8,3성급,97091
호텔 비스키오 오사카 바이 그랑비아,2023-08-31,2023-09-01,오사카,호텔,8.8,4성급,92466
오사카 후지야 호텔,2023-08-31,2023-09-01,오사카,호텔,7.7,3성급,51551
오사카 엑셀 호텔 도큐,2023-08-31,2023-09-01,오사카,호텔,8.9,4성급,78027
호텔 그레이서리 오사카 난바,2023-08-31,2023-09-01,오사카,호텔,8.5,3성급,120111
소테쓰 프레사 인 오사카 난바,2023-08-31,2023-09-01,오사카,호텔,8.4,3성급,63121
도톤보리 크리스탈 호텔 II,2023-08-31,2023-09-01,오사카,호텔,평점없음,3성급,52610
오사카 히노데 호텔,2023-08-31,2023-09-01,오사카,호텔,8.7,3성급,115656
호텔 유니조 오사카 우메다,2023-08-31,2023-09-01,오사카,호텔,8.2,3성급,54583
호텔 닛코 오사카,2023-08-31,2023-09-01,오사카,호텔,8.7,4성급,104984
인터컨티넨탈 오사카,2023-08-31,2023-09-01,오사카,호텔,9.2,5성급,352925
쉐라톤 미야코 호텔 오사카,2023-08-31,2023-09-01,오사카,호텔,8.2,4성급,135319
오사카 난바 호스텔 미야비,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",8.8,2성급,35810
더 스테이 오사카 신사이바시 오사카,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",8.4,2성급,24681
오사카 난바 호스텔 미야비,2023-07-26,2023-07-27,오사카,"게스트하우스,캡슐호텔,호스텔",8.8,2성급,35074
더 스테이 오사카 신사이바시 오사카,2023-07-26,2023-07-27,오사카,"게스트하우스,캡슐호텔,호스텔",8.4,2성급,20185
오사카 난바 호스텔 미야비,2023-07-27,2023-07-28,오사카,"게스트하우스,캡슐호텔,호스텔",8.8,2성급,35074
더 스테이 오사카 신사이바시 오사카,2023-07-27,2023-07-28,오사카,"게스트하우스,캡슐호텔,호스텔",8.4,2성급,19933
오사카 난바 호스텔 미야비,2023-07-28,2023-07-29,오사카,"게스트하우스,캡슐호텔,호스텔",8.8,2성급,36487
더 스테이 오사카 신사이바시 오사카,2023-07-28,2023-07-29,오사카,"게스트하우스,캡슐호텔,호스텔",8.4,2성급,20982
오사카 난바 호스텔 미야비,2023-07-29,2023-07-30,오사카,"게스트하우스,캡슐호텔,호스텔",8.8,2성급,42002
오사카 난바 호스텔 미야비,2023-07-30,2023-07-31,오사카,"게스트하우스,캡슐호텔,호스텔",8.8,2성급,33509
더 스테이 오사카 신사이바시 오사카,2023-07-30,2023-07-31,오사카,"게스트하우스,캡슐호텔,호스텔",8.4,2성급,18359
오사카 난바 호스텔 미야비,2023-07-31,2023-08-01,오사카,"게스트하우스,캡슐호텔,호스텔",8.8,2성급,34992
더 스테이 오사카 신사이바시 오사카,2023-07-31,2023-08-01,오사카,"게스트하우스,캡슐호텔,호스텔",8.4,2성급,18359
오사카 난바 호스텔 미야비,2023-08-01,2023-08-02,오사카,"게스트하우스,캡슐호텔,호스텔",8.8,2성급,34992
더 스테이 오사카 신사이바시 오사카,2023-08-01,2023-08-02,오사카,"게스트하우스,캡슐호텔,호스텔",8.4,2성급,18359
오사카 난바 호스텔 미야비,2023-08-02,2023-08-03,오사카,"게스트하우스,캡슐호텔,호스텔",8.8,2성급,34992
더 스테이 오사카 신사이바시 오사카,2023-08-02,2023-08-03,오사카,"게스트하우스,캡슐호텔,호스텔",8.4,2성급,22556
오사카 난바 호스텔 미야비,2023-08-03,2023-08-04,오사카,"게스트하우스,캡슐호텔,호스텔",8.8,2성급,34992
더 스테이 오사카 신사이바시 오사카,2023-08-03,2023-08-04,오사카,"게스트하우스,캡슐호텔,호스텔",8.4,2성급,21506
오사카 난바 호스텔 미야비,2023-08-04,2023-08-05,오사카,"게스트하우스,캡슐호텔,호스텔",8.8,2성급,38102
더 스테이 오사카 신사이바시 오사카,2023-08-04,2023-08-05,오사카,"게스트하우스,캡슐호텔,호스텔",8.4,2성급,58769
오사카 난바 호스텔 미야비,2023-08-05,2023-08-06,오사카,"게스트하우스,캡슐호텔,호스텔",8.8,2성급,46614
오사카 난바 호스텔 미야비,2023-08-06,2023-08-07,오사카,"게스트하우스,캡슐호텔,호스텔",8.8,2성급,34992
더 스테이 오사카 신사이바시 오사카,2023-08-06,2023-08-07,오사카,"게스트하우스,캡슐호텔,호스텔",8.4,2성급,22556
오사카 난바 호스텔 미야비,2023-08-07,2023-08-08,오사카,"게스트하우스,캡슐호텔,호스텔",8.8,2성급,34992
더 스테이 오사카 신사이바시 오사카,2023-08-07,2023-08-08,오사카,"게스트하우스,캡슐호텔,호스텔",8.4,2성급,21506
오사카 난바 호스텔 미야비,2023-08-08,2023-08-09,오사카,"게스트하우스,캡슐호텔,호스텔",8.8,2성급,33509
더 스테이 오사카 신사이바시 오사카,2023-08-08,2023-08-09,오사카,"게스트하우스,캡슐호텔,호스텔",8.4,2성급,19933
오사카 난바 호스텔 미야비,2023-08-09,2023-08-10,오사카,"게스트하우스,캡슐호텔,호스텔",8.8,2성급,31495
더 스테이 오사카 신사이바시 오사카,2023-08-09,2023-08-10,오사카,"게스트하우스,캡슐호텔,호스텔",8.4,2성급,19933
오사카 난바 호스텔 미야비,2023-08-10,2023-08-11,오사카,"게스트하우스,캡슐호텔,호스텔",8.8,2성급,33509
더 스테이 오사카 신사이바시 오사카,2023-08-10,2023-08-11,오사카,"게스트하우스,캡슐호텔,호스텔",8.4,2성급,19933
오사카 난바 호스텔 미야비,2023-08-11,2023-08-12,오사카,"게스트하우스,캡슐호텔,호스텔",8.8,2성급,41854
오사카 난바 호스텔 미야비,2023-08-12,2023-08-13,오사카,"게스트하우스,캡슐호텔,호스텔",8.8,2성급,48402
오사카 난바 호스텔 미야비,2023-08-13,2023-08-14,오사카,"게스트하우스,캡슐호텔,호스텔",8.8,2성급,45492
더 스테이 오사카 신사이바시 오사카,2023-08-13,2023-08-14,오사카,"게스트하우스,캡슐호텔,호스텔",8.4,2성급,36023
오사카 난바 호스텔 미야비,2023-08-14,2023-08-15,오사카,"게스트하우스,캡슐호텔,호스텔",8.8,2성급,48325
더 스테이 오사카 신사이바시 오사카,2023-08-14,2023-08-15,오사카,"게스트하우스,캡슐호텔,호스텔",8.4,2성급,23080
오사카 난바 호스텔 미야비,2023-08-15,2023-08-16,오사카,"게스트하우스,캡슐호텔,호스텔",8.8,2성급,46168
더 스테이 오사카 신사이바시 오사카,2023-08-15,2023-08-16,오사카,"게스트하우스,캡슐호텔,호스텔",8.4,2성급,24129
오사카 난바 호스텔 미야비,2023-08-16,2023-08-17,오사카,"게스트하우스,캡슐호텔,호스텔",8.8,2성급,41993
더 스테이 오사카 신사이바시 오사카,2023-08-16,2023-08-17,오사카,"게스트하우스,캡슐호텔,호스텔",8.4,2성급,23080
오사카 난바 호스텔 미야비,2023-08-17,2023-08-18,오사카,"게스트하우스,캡슐호텔,호스텔",8.8,2성급,33509
더 스테이 오사카 신사이바시 오사카,2023-08-17,2023-08-18,오사카,"게스트하우스,캡슐호텔,호스텔",8.4,2성급,23080
오사카 난바 호스텔 미야비,2023-08-18,2023-08-19,오사카,"게스트하우스,캡슐호텔,호스텔",8.8,2성급,34294
더 스테이 오사카 신사이바시 오사카,2023-08-18,2023-08-19,오사카,"게스트하우스,캡슐호텔,호스텔",8.4,2성급,23080
오사카 난바 호스텔 미야비,2023-08-19,2023-08-20,오사카,"게스트하우스,캡슐호텔,호스텔",8.8,2성급,36487
오사카 난바 호스텔 미야비,2023-08-20,2023-08-21,오사카,"게스트하우스,캡슐호텔,호스텔",8.8,2성급,30396
더 스테이 오사카 신사이바시 오사카,2023-08-20,2023-08-21,오사카,"게스트하우스,캡슐호텔,호스텔",8.4,2성급,22556
오사카 난바 호스텔 미야비,2023-08-21,2023-08-22,오사카,"게스트하우스,캡슐호텔,호스텔",8.8,2성급,35074
더 스테이 오사카 신사이바시 오사카,2023-08-21,2023-08-22,오사카,"게스트하우스,캡슐호텔,호스텔",8.4,2성급,25961
오사카 난바 호스텔 미야비,2023-08-22,2023-08-23,오사카,"게스트하우스,캡슐호텔,호스텔",8.8,2성급,31495
더 스테이 오사카 신사이바시 오사카,2023-08-22,2023-08-23,오사카,"게스트하우스,캡슐호텔,호스텔",8.4,2성급,21506
오사카 난바 호스텔 미야비,2023-08-23,2023-08-24,오사카,"게스트하우스,캡슐호텔,호스텔",8.8,2성급,35074
더 스테이 오사카 신사이바시 오사카,2023-08-23,2023-08-24,오사카,"게스트하우스,캡슐호텔,호스텔",8.4,2성급,21506
오사카 난바 호스텔 미야비,2023-08-24,2023-08-25,오사카,"게스트하우스,캡슐호텔,호스텔",8.8,2성급,33509
더 스테이 오사카 신사이바시 오사카,2023-08-24,2023-08-25,오사카,"게스트하우스,캡슐호텔,호스텔",8.4,2성급,22368
